Test Accuracy : 0.6626
-----------------------------------------------------------
Predicted_Labels || Actual_Labels || Sentence1 || Sentence1
entailment || neutral || a person in a red shirt is mowing the grass with a green riding mower. || a person in red is moving grass on a john deer motor.
entailment || entailment || a person in a red shirt is mowing the grass with a green riding mower. || a person in red is cutting the grass on a riding mower
contradiction || entailment || group of people wearing black shirts riding in an open top vehicle. || a group of people go down the road in a convertible.
neutral || contradiction || group of people wearing black shirts riding in an open top vehicle. || the driver was wearing a purple shirt.
entailment || neutral || group of people wearing black shirts riding in an open top vehicle. || froends ride in an open top vehicle together.
neutral || neutral || two men prepare a fish at a dock. || two men have just come in from fishing all day
entailment || entailment || two men prepare a fish at a dock. || two men are cleaning their fish
contradiction || contradiction || two men prepare a fish at a dock. || two men are sitting in a canoe with their fishing poles
neutral || neutral || a woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. || the woman is a model.
entailment || entailment || a woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. || the woman has something on her face.
contradiction || contradiction || a woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. || the woman is blind.
entailment || contradiction || a man in an alaska sweatshirt stands behind a counter. || the man is wearing a tank top.
neutral || neutral || a man in an alaska sweatshirt stands behind a counter. || the man is from alaska.
entailment || entailment || a man in an alaska sweatshirt stands behind a counter. || the person behind the counter is a man.
contradiction || contradiction || a large group of people walking in a busy city at night. || people are eating lunch in a restaurant.
entailment || entailment || a large group of people walking in a busy city at night. || people are walking a city.
