Test Accuracy : 0.5867
-----------------------------------------------------------
Predicted_Labels || Actual_Labels || Sentence1 || Sentence1
entailment || contradiction || Such an approach invariably leads to added costs because programs are forced to fix problems late in development. || That's the safest approach possible in terms of avoiding unexpected costs.
neutral || entailment || Yes, surely it must be so, unless ” ” A new idea suggested itself to my mind.  || The intriguing new idea came to Poirot in the midst of explaining his current theory. 
contradiction || neutral || That bald, fat 60 year old, Miss Aldonka replied spitefully and Czarek turned invisibly red, because he couldn't show he was boiling on the inside. || Miss Aldonka was fat and bald and angry at the company.
contradiction || contradiction || not without  wiping out a whole generation of of kids in the school system and so || You can do that without any negative repercussions. 
neutral || neutral || As you drive along the winding road up to Vernou, notice the trees with huge, strange roots. || At some points the roots extend to up to five feet above the ground.
neutral || entailment || when you have your slow readers but it it wasn't too bad we we got along real well || We had slow readers available for this. 
neutral || neutral || Every night of the week, this entire area is teeming with businessman frequenting night clubs, hostess bars, and private drinking clubs. || The area is a great place to socialize.
neutral || neutral || every time you drink Scotch you're paying Kennedys || The Kennedys must be rich because so much Scotch is drank.
contradiction || contradiction || 'Up!' I yelled, wind stealing away half of my volume. || My voice was incredibly loud.
neutral || neutral || A rather wistful smile passed across the face of the prisoner in the dock.  || The prisoner was remembering his former lover.
